[06-Dec-2007 10:58:05] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\index.php on line 85
[07-Dec-2007 18:07:25] PHP Warning:  imagejpeg(): supplied argument is not a valid Image resource in f:\phpdev\www\pamela\ajauction\bgimage.php on line 85
[07-Dec-2007 18:07:25] PHP Warning:  imagedestroy(): supplied argument is not a valid Image resource in f:\phpdev\www\pamela\ajauction\bgimage.php on line 88
[07-Dec-2007 18:07:48] PHP Warning:  imagecreatefromjpeg: Unable to open 'background1.jpg' for reading in f:\phpdev\www\pamela\ajauction\bgimage.php on line 48
[07-Dec-2007 18:07:48] PHP Warning:  imagecolorallocate(): supplied argument is not a valid Image resource in f:\phpdev\www\pamela\ajauction\bgimage.php on line 50
[07-Dec-2007 18:07:48] PHP Warning:  imagestring(): supplied argument is not a valid Image resource in f:\phpdev\www\pamela\ajauction\bgimage.php on line 54
[07-Dec-2007 18:07:48] PHP Warning:  Cannot add header information - headers already sent by (output started at f:\phpdev\www\pamela\ajauction\bgimage.php:48) in f:\phpdev\www\pamela\ajauction\bgimage.php on line 68
[07-Dec-2007 18:07:48] PHP Warning:  Cannot add header information - headers already sent by (output started at f:\phpdev\www\pamela\ajauction\bgimage.php:48) in f:\phpdev\www\pamela\ajauction\bgimage.php on line 71
[07-Dec-2007 18:07:48] PHP Warning:  Cannot add header information - headers already sent by (output started at f:\phpdev\www\pamela\ajauction\bgimage.php:48) in f:\phpdev\www\pamela\ajauction\bgimage.php on line 74
[07-Dec-2007 18:07:48] PHP Warning:  Cannot add header information - headers already sent by (output started at f:\phpdev\www\pamela\ajauction\bgimage.php:48) in f:\phpdev\www\pamela\ajauction\bgimage.php on line 75
[07-Dec-2007 18:07:48] PHP Warning:  Cannot add header information - headers already sent by (output started at f:\phpdev\www\pamela\ajauction\bgimage.php:48) in f:\phpdev\www\pamela\ajauction\bgimage.php on line 78
[07-Dec-2007 18:07:48] PHP Warning:  Cannot add header information - headers already sent by (output started at f:\phpdev\www\pamela\ajauction\bgimage.php:48) in f:\phpdev\www\pamela\ajauction\bgimage.php on line 82
[07-Dec-2007 18:07:48] PHP Warning:  imagejpeg(): supplied argument is not a valid Image resource in f:\phpdev\www\pamela\ajauction\bgimage.php on line 85
[07-Dec-2007 18:07:48] PHP Warning:  imagedestroy(): supplied argument is not a valid Image resource in f:\phpdev\www\pamela\ajauction\bgimage.php on line 88
[10-Dec-2007 11:30:42] PHP Warning:  Failed to connect to mailserver, verify your "SMTP" setting in php.ini in f:\phpdev\www\pamela\ajauction\verification_reg.php on line 72
[10-Dec-2007 11:32:22] PHP Fatal error:  Cannot redeclare getdatedifference() (previously declared in f:\phpdev\www\pamela\ajauction\include\getdatedifference.php:30) in f:\phpdev\www\pamela\ajauction\include\getdatedifference.php on line 30
[10-Dec-2007 11:33:25] PHP Fatal error:  Cannot redeclare getdatedifference() (previously declared in f:\phpdev\www\pamela\ajauction\include\getdatedifference.php:30) in f:\phpdev\www\pamela\ajauction\include\getdatedifference.php on line 30
[10-Dec-2007 12:10:13] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\templates\verify.tpl on line 48
[10-Dec-2007 12:10:22] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\templates\verify.tpl on line 48
[10-Dec-2007 12:10:28] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\templates\verify.tpl on line 48
[10-Dec-2007 12:10:30] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\templates\verify.tpl on line 48
[10-Dec-2007 12:12:05] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\templates\verify.tpl on line 43
[10-Dec-2007 12:26:37] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\detail.php on line 97
[10-Dec-2007 12:26:37] PHP Warning:  getimagesize: Unable to open 'images/themes1.gif' for reading. in f:\phpdev\www\pamela\ajauction\detail.php on line 187
[10-Dec-2007 12:27:10] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\detail.php on line 97
[10-Dec-2007 12:27:10] PHP Warning:  getimagesize: Unable to open 'images/themes1.gif' for reading. in f:\phpdev\www\pamela\ajauction\detail.php on line 187
[10-Dec-2007 12:48:56] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\detail.php on line 95
[10-Dec-2007 12:48:56] PHP Warning:  getimagesize: Unable to open 'images/themes1.gif' for reading. in f:\phpdev\www\pamela\ajauction\detail.php on line 185
[10-Dec-2007 17:20:01] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\sitemap.php on line 42
[10-Dec-2007 17:20:12] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\sitemap.php on line 42
[10-Dec-2007 17:20:14] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\sitemap.php on line 42
[13-Dec-2007 12:18:00] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\templates\search.tpl on line 104
[13-Dec-2007 13:28:47] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\include\search.php on line 533
[13-Dec-2007 13:28:52] PHP Parse error:  parse error in f:\phpdev\www\pamela\ajauction\include\search.php on line 533
[13-Dec-2007 13:30:06] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\include\search.php on line 214
[13-Dec-2007 13:30:13] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\include\search.php on line 214
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:51] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:54:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:55:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:56:53] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:57:40] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:57:40] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:57:52] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 42
[13-Dec-2007 13:58:23] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 43
[13-Dec-2007 14:48:49] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:48:49] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:50:11] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:50:11] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:50:18] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:50:18] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:53:25] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:53:25] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:53:47] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:53:47] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:54:30] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:54:30] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:54:45] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 7
[13-Dec-2007 14:54:45] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:55:24] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 8
[13-Dec-2007 14:55:24] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 62
[13-Dec-2007 14:55:28] PHP Warning:  mysql_fetch_array(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 8
[13-Dec-2007 14:55:28] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 62
[13-Dec-2007 14:56:15] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:56:39] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:56:39] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:57:14] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
[13-Dec-2007 14:57:29] PHP Warning:  mysql_num_rows(): supplied argument is not a valid MySQL result resource in f:\phpdev\www\pamela\ajauction\templates\searchlistcategories.tpl on line 61
